db_id,record_id,table_name,column_name,column_type,cryptic_name,cryptic_reason,coded_value
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0057.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0053.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0081.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0060.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0086.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0065.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0074.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0073.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0082.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0066.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0055.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0064.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0063.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0093.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0130.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0123.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0099.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0127.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0156.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0116.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0095.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0089.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0092.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0100.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0094.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0088.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0118.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0121.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0125.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0160.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0104.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0144.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0147.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0105.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0102.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0140.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0148.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0103.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0117.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0111.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0149.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0110.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0145.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0139.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0131.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0113.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0124.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0126.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0112.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0153.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0106.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0108.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0096.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0133.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0098.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0107.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0091.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0150.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0154.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0157.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0129.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0143.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0155.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0151.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0090.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0097.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0101.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0128.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0142.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0146.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0119.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0158.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0138.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0135.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0134.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0152.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0137.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0122.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0109.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0120.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0115.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0132.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0114.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0159.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0136.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0141.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0162.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0188.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0181.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0176.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0165.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0190.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0175.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0185.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0167.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0174.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0187.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0189.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0170.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0177.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0164.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0169.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0171.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0179.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0184.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0168.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0186.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0166.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0178.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0182.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0180.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0163.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0183.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0172.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0173.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0161.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0676.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0667.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0640.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0682.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0697.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0701.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0647.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0687.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0646.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0653.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0645.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0673.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0638.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0662.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0665.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0650.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0679.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0671.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0693.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0666.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0644.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0695.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0696.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0683.mzXML.Peak.area,number,False,,False
doi_10.5061_dryad.2rbnzs83c,doi:10.5061/dryad.2rbnzs83c,Chadwick_ProcB_10_1098_rspb_2025_1721_DatasetS4,MDP0661.mzXML.Peak.area,number,False,,False
